scheme,risk_version,budget,seed,mode,target_abstain,selector,settings,accepted,rejected,abstained,accept_pct,abstain_pct,reject_pct,abstention_gap,abstention_gap_pct,matched,false_safe_count,false_safe_accepted_pct,false_safe_nonabstained_pct,false_safe_all_pct,false_safe_denominator,unsafe_accept_count
block,bootstrap,fixed_0.10_sensitivity,7,paper_natural,0.25,SCROPE++,120,88,15,17,73.33333333333333,14.166666666666666,12.5,0.10833333333333334,10.833333333333334,False,33,37.5,32.03883495145631,27.5,ACCEPT decisions,33
block,bootstrap,fixed_0.10_sensitivity,7,paper_natural,0.25,Support only,120,103,0,17,85.83333333333333,14.166666666666666,0.0,0.10833333333333334,10.833333333333334,False,8,7.766990291262136,7.766990291262136,6.666666666666667,ACCEPT decisions,50
block,bootstrap,fixed_0.10_sensitivity,17,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,38,31.666666666666668,31.666666666666668,31.666666666666668,ACCEPT decisions,69
block,bootstrap,fixed_0.10_sensitivity,17,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,63,52.5,52.5,52.5,ACCEPT decisions,63
block,bootstrap,fixed_0.10_sensitivity,17,paper_natural,0.25,SCROPE++,120,91,15,14,75.83333333333333,11.666666666666666,12.5,0.13333333333333333,13.333333333333334,False,30,32.967032967032964,28.30188679245283,25.0,ACCEPT decisions,30
block,bootstrap,fixed_0.10_sensitivity,17,paper_natural,0.25,Support only,120,106,0,14,88.33333333333333,11.666666666666666,0.0,0.13333333333333333,13.333333333333334,False,7,6.60377358490566,6.60377358490566,5.833333333333333,ACCEPT decisions,50
block,bootstrap,fixed_0.10_sensitivity,27,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,40,33.333333333333336,33.333333333333336,33.333333333333336,ACCEPT decisions,65
block,bootstrap,fixed_0.10_sensitivity,27,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,59,49.166666666666664,49.166666666666664,49.166666666666664,ACCEPT decisions,59
block,bootstrap,fixed_0.10_sensitivity,27,paper_natural,0.25,SCROPE++,120,85,17,18,70.83333333333333,15.0,14.166666666666666,0.1,10.0,True,32,37.64705882352941,31.372549019607842,26.666666666666668,ACCEPT decisions,32
block,bootstrap,fixed_0.10_sensitivity,27,paper_natural,0.25,Support only,120,102,0,18,85.0,15.0,0.0,0.1,10.0,True,9,8.823529411764707,8.823529411764707,7.5,ACCEPT decisions,51
block,calibrated_extension,baseline_linked,7,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,3,2.5,2.5,2.5,ACCEPT decisions,63
block,calibrated_extension,baseline_linked,7,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,15,12.5,12.5,12.5,ACCEPT decisions,36
block,calibrated_extension,baseline_linked,7,paper_natural,0.25,SCROPE++,120,26,77,17,21.666666666666668,14.166666666666666,64.16666666666667,0.10833333333333334,10.833333333333334,False,0,0.0,0.0,0.0,ACCEPT decisions,0
block,calibrated_extension,baseline_linked,7,paper_natural,0.25,Support only,120,103,0,17,85.83333333333333,14.166666666666666,0.0,0.10833333333333334,10.833333333333334,False,0,0.0,0.0,0.0,ACCEPT decisions,52
block,calibrated_extension,baseline_linked,17,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,5,4.166666666666667,4.166666666666667,4.166666666666667,ACCEPT decisions,60
block,calibrated_extension,baseline_linked,17,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,16,13.333333333333334,13.333333333333334,13.333333333333334,ACCEPT decisions,35
block,calibrated_extension,baseline_linked,17,paper_natural,0.25,SCROPE++,120,31,75,14,25.833333333333332,11.666666666666666,62.5,0.13333333333333333,13.333333333333334,False,2,6.451612903225806,1.8867924528301887,1.6666666666666667,ACCEPT decisions,2
block,calibrated_extension,baseline_linked,17,paper_natural,0.25,Support only,120,106,0,14,88.33333333333333,11.666666666666666,0.0,0.13333333333333333,13.333333333333334,False,1,0.9433962264150944,0.9433962264150944,0.8333333333333334,ACCEPT decisions,56
block,calibrated_extension,baseline_linked,27,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,5,4.166666666666667,4.166666666666667,4.166666666666667,ACCEPT decisions,61
block,calibrated_extension,baseline_linked,27,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,20,16.666666666666668,16.666666666666668,16.666666666666668,ACCEPT decisions,37
block,calibrated_extension,baseline_linked,27,paper_natural,0.25,SCROPE++,120,25,77,18,20.833333333333332,15.0,64.16666666666667,0.1,10.0,True,0,0.0,0.0,0.0,ACCEPT decisions,0
block,calibrated_extension,baseline_linked,27,paper_natural,0.25,Support only,120,102,0,18,85.0,15.0,0.0,0.1,10.0,True,0,0.0,0.0,0.0,ACCEPT decisions,52
block,calibrated_extension,fixed_0.10_sensitivity,7,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,0,0.0,0.0,0.0,ACCEPT decisions,70
block,calibrated_extension,fixed_0.10_sensitivity,7,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,14,11.666666666666666,11.666666666666666,11.666666666666666,ACCEPT decisions,53
block,calibrated_extension,fixed_0.10_sensitivity,7,paper_natural,0.25,SCROPE++,120,43,60,17,35.833333333333336,14.166666666666666,50.0,0.10833333333333334,10.833333333333334,False,0,0.0,0.0,0.0,ACCEPT decisions,0
block,calibrated_extension,fixed_0.10_sensitivity,7,paper_natural,0.25,Support only,120,103,0,17,85.83333333333333,14.166666666666666,0.0,0.10833333333333334,10.833333333333334,False,0,0.0,0.0,0.0,ACCEPT decisions,50
block,calibrated_extension,fixed_0.10_sensitivity,17,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,0,0.0,0.0,0.0,ACCEPT decisions,69
block,calibrated_extension,fixed_0.10_sensitivity,17,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,19,15.833333333333334,15.833333333333334,15.833333333333334,ACCEPT decisions,58
block,calibrated_extension,fixed_0.10_sensitivity,17,paper_natural,0.25,SCROPE++,120,42,64,14,35.0,11.666666666666666,53.333333333333336,0.13333333333333333,13.333333333333334,False,0,0.0,0.0,0.0,ACCEPT decisions,0
block,calibrated_extension,fixed_0.10_sensitivity,17,paper_natural,0.25,Support only,120,106,0,14,88.33333333333333,11.666666666666666,0.0,0.13333333333333333,13.333333333333334,False,0,0.0,0.0,0.0,ACCEPT decisions,50
block,calibrated_extension,fixed_0.10_sensitivity,27,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,4,3.3333333333333335,3.3333333333333335,3.3333333333333335,ACCEPT decisions,65
block,calibrated_extension,fixed_0.10_sensitivity,27,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,21,17.5,17.5,17.5,ACCEPT decisions,57
block,calibrated_extension,fixed_0.10_sensitivity,27,paper_natural,0.25,SCROPE++,120,41,61,18,34.166666666666664,15.0,50.833333333333336,0.1,10.0,True,0,0.0,0.0,0.0,ACCEPT decisions,0
block,calibrated_extension,fixed_0.10_sensitivity,27,paper_natural,0.25,Support only,120,102,0,18,85.0,15.0,0.0,0.1,10.0,True,0,0.0,0.0,0.0,ACCEPT decisions,51
iid,bootstrap,baseline_linked,7,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,33,27.5,27.5,27.5,ACCEPT decisions,60
iid,bootstrap,baseline_linked,7,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,31,25.833333333333332,25.833333333333332,25.833333333333332,ACCEPT decisions,31
iid,bootstrap,baseline_linked,7,paper_natural,0.25,SCROPE++,120,80,23,17,66.66666666666667,14.166666666666666,19.166666666666668,0.10833333333333334,10.833333333333334,False,20,25.0,19.41747572815534,16.666666666666668,ACCEPT decisions,20
iid,bootstrap,baseline_linked,7,paper_natural,0.25,Support only,120,103,0,17,85.83333333333333,14.166666666666666,0.0,0.10833333333333334,10.833333333333334,False,4,3.883495145631068,3.883495145631068,3.3333333333333335,ACCEPT decisions,52
iid,bootstrap,baseline_linked,17,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,32,26.666666666666668,26.666666666666668,26.666666666666668,ACCEPT decisions,58
iid,bootstrap,baseline_linked,17,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,33,27.5,27.5,27.5,ACCEPT decisions,33
iid,bootstrap,baseline_linked,17,paper_natural,0.25,SCROPE++,120,86,20,14,71.66666666666667,11.666666666666666,16.666666666666668,0.13333333333333333,13.333333333333334,False,21,24.41860465116279,19.81132075471698,17.5,ACCEPT decisions,21
iid,bootstrap,baseline_linked,17,paper_natural,0.25,Support only,120,106,0,14,88.33333333333333,11.666666666666666,0.0,0.13333333333333333,13.333333333333334,False,4,3.7735849056603774,3.7735849056603774,3.3333333333333335,ACCEPT decisions,56
iid,bootstrap,baseline_linked,27,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,36,30.0,30.0,30.0,ACCEPT decisions,62
iid,bootstrap,baseline_linked,27,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,37,30.833333333333332,30.833333333333332,30.833333333333332,ACCEPT decisions,37
iid,bootstrap,baseline_linked,27,paper_natural,0.25,SCROPE++,120,85,17,18,70.83333333333333,15.0,14.166666666666666,0.1,10.0,True,19,22.352941176470587,18.627450980392158,15.833333333333334,ACCEPT decisions,19
iid,bootstrap,baseline_linked,27,paper_natural,0.25,Support only,120,102,0,18,85.0,15.0,0.0,0.1,10.0,True,3,2.9411764705882355,2.9411764705882355,2.5,ACCEPT decisions,52
iid,bootstrap,fixed_0.10_sensitivity,7,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,41,34.166666666666664,34.166666666666664,34.166666666666664,ACCEPT decisions,69
iid,bootstrap,fixed_0.10_sensitivity,7,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,59,49.166666666666664,49.166666666666664,49.166666666666664,ACCEPT decisions,59
iid,bootstrap,fixed_0.10_sensitivity,7,paper_natural,0.25,SCROPE++,120,88,15,17,73.33333333333333,14.166666666666666,12.5,0.10833333333333334,10.833333333333334,False,33,37.5,32.03883495145631,27.5,ACCEPT decisions,33
iid,bootstrap,fixed_0.10_sensitivity,7,paper_natural,0.25,Support only,120,103,0,17,85.83333333333333,14.166666666666666,0.0,0.10833333333333334,10.833333333333334,False,8,7.766990291262136,7.766990291262136,6.666666666666667,ACCEPT decisions,50
iid,bootstrap,fixed_0.10_sensitivity,17,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,41,34.166666666666664,34.166666666666664,34.166666666666664,ACCEPT decisions,69
iid,bootstrap,fixed_0.10_sensitivity,17,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,66,55.0,55.0,55.0,ACCEPT decisions,66
iid,bootstrap,fixed_0.10_sensitivity,17,paper_natural,0.25,SCROPE++,120,91,15,14,75.83333333333333,11.666666666666666,12.5,0.13333333333333333,13.333333333333334,False,30,32.967032967032964,28.30188679245283,25.0,ACCEPT decisions,30
iid,bootstrap,fixed_0.10_sensitivity,17,paper_natural,0.25,Support only,120,106,0,14,88.33333333333333,11.666666666666666,0.0,0.13333333333333333,13.333333333333334,False,7,6.60377358490566,6.60377358490566,5.833333333333333,ACCEPT decisions,50
iid,bootstrap,fixed_0.10_sensitivity,27,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,45,37.5,37.5,37.5,ACCEPT decisions,67
iid,bootstrap,fixed_0.10_sensitivity,27,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,57,47.5,47.5,47.5,ACCEPT decisions,57
iid,bootstrap,fixed_0.10_sensitivity,27,paper_natural,0.25,SCROPE++,120,85,17,18,70.83333333333333,15.0,14.166666666666666,0.1,10.0,True,32,37.64705882352941,31.372549019607842,26.666666666666668,ACCEPT decisions,32
iid,bootstrap,fixed_0.10_sensitivity,27,paper_natural,0.25,Support only,120,102,0,18,85.0,15.0,0.0,0.1,10.0,True,9,8.823529411764707,8.823529411764707,7.5,ACCEPT decisions,51
iid,calibrated_extension,baseline_linked,7,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,3,2.5,2.5,2.5,ACCEPT decisions,60
iid,calibrated_extension,baseline_linked,7,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,14,11.666666666666666,11.666666666666666,11.666666666666666,ACCEPT decisions,32
iid,calibrated_extension,baseline_linked,7,paper_natural,0.25,SCROPE++,120,26,77,17,21.666666666666668,14.166666666666666,64.16666666666667,0.10833333333333334,10.833333333333334,False,0,0.0,0.0,0.0,ACCEPT decisions,0
iid,calibrated_extension,baseline_linked,7,paper_natural,0.25,Support only,120,103,0,17,85.83333333333333,14.166666666666666,0.0,0.10833333333333334,10.833333333333334,False,0,0.0,0.0,0.0,ACCEPT decisions,52
iid,calibrated_extension,baseline_linked,17,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,4,3.3333333333333335,3.3333333333333335,3.3333333333333335,ACCEPT decisions,58
iid,calibrated_extension,baseline_linked,17,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,15,12.5,12.5,12.5,ACCEPT decisions,36
iid,calibrated_extension,baseline_linked,17,paper_natural,0.25,SCROPE++,120,31,75,14,25.833333333333332,11.666666666666666,62.5,0.13333333333333333,13.333333333333334,False,2,6.451612903225806,1.8867924528301887,1.6666666666666667,ACCEPT decisions,2
iid,calibrated_extension,baseline_linked,17,paper_natural,0.25,Support only,120,106,0,14,88.33333333333333,11.666666666666666,0.0,0.13333333333333333,13.333333333333334,False,1,0.9433962264150944,0.9433962264150944,0.8333333333333334,ACCEPT decisions,56
iid,calibrated_extension,baseline_linked,27,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,3,2.5,2.5,2.5,ACCEPT decisions,62
iid,calibrated_extension,baseline_linked,27,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,20,16.666666666666668,16.666666666666668,16.666666666666668,ACCEPT decisions,41
iid,calibrated_extension,baseline_linked,27,paper_natural,0.25,SCROPE++,120,24,78,18,20.0,15.0,65.0,0.1,10.0,True,0,0.0,0.0,0.0,ACCEPT decisions,0
iid,calibrated_extension,baseline_linked,27,paper_natural,0.25,Support only,120,102,0,18,85.0,15.0,0.0,0.1,10.0,True,0,0.0,0.0,0.0,ACCEPT decisions,52
iid,calibrated_extension,fixed_0.10_sensitivity,7,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,0,0.0,0.0,0.0,ACCEPT decisions,69
iid,calibrated_extension,fixed_0.10_sensitivity,7,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,13,10.833333333333334,10.833333333333334,10.833333333333334,ACCEPT decisions,53
iid,calibrated_extension,fixed_0.10_sensitivity,7,paper_natural,0.25,SCROPE++,120,41,62,17,34.166666666666664,14.166666666666666,51.666666666666664,0.10833333333333334,10.833333333333334,False,0,0.0,0.0,0.0,ACCEPT decisions,0
iid,calibrated_extension,fixed_0.10_sensitivity,7,paper_natural,0.25,Support only,120,103,0,17,85.83333333333333,14.166666666666666,0.0,0.10833333333333334,10.833333333333334,False,0,0.0,0.0,0.0,ACCEPT decisions,50
iid,calibrated_extension,fixed_0.10_sensitivity,17,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,0,0.0,0.0,0.0,ACCEPT decisions,69
iid,calibrated_extension,fixed_0.10_sensitivity,17,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,19,15.833333333333334,15.833333333333334,15.833333333333334,ACCEPT decisions,60
iid,calibrated_extension,fixed_0.10_sensitivity,17,paper_natural,0.25,SCROPE++,120,41,65,14,34.166666666666664,11.666666666666666,54.166666666666664,0.13333333333333333,13.333333333333334,False,0,0.0,0.0,0.0,ACCEPT decisions,0
iid,calibrated_extension,fixed_0.10_sensitivity,17,paper_natural,0.25,Support only,120,106,0,14,88.33333333333333,11.666666666666666,0.0,0.13333333333333333,13.333333333333334,False,0,0.0,0.0,0.0,ACCEPT decisions,50
iid,calibrated_extension,fixed_0.10_sensitivity,27,paper_natural,0.25,LCB only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,2,1.6666666666666667,1.6666666666666667,1.6666666666666667,ACCEPT decisions,67
iid,calibrated_extension,fixed_0.10_sensitivity,27,paper_natural,0.25,Risk only,120,120,0,0,100.0,0.0,0.0,0.25,25.0,False,22,18.333333333333332,18.333333333333332,18.333333333333332,ACCEPT decisions,58
iid,calibrated_extension,fixed_0.10_sensitivity,27,paper_natural,0.25,SCROPE++,120,40,62,18,33.333333333333336,15.0,51.666666666666664,0.1,10.0,True,0,0.0,0.0,0.0,ACCEPT decisions,0
iid,calibrated_extension,fixed_0.10_sensitivity,27,paper_natural,0.25,Support only,120,102,0,18,85.0,15.0,0.0,0.1,10.0,True,0,0.0,0.0,0.0,ACCEPT decisions,51
